//Type,ID,Name,BasePrice,Quantity,SubclassAttribute
B,4956,Sparkling Water,2.24,56,FALSE
B,60171,Energy Drink,6.01,73,FALSE
P,14943,Whole Milk,13.88,46,7/13/2026
E,15199,Mini Rice Cooker,76.57,11,12
B,70166,Sparkling Water,1.74,44,TRUE
E,14025,Toaster Oven,87.37,17,36
P,49843,Baby Spinach,7.76,33,6/20/2026
E,49556,Coffee Maker,16.98,12,12
B,56002,Energy Drink,3.84,67,TRUE
B,21806,Sparkling Water,5.4,29,TRUE
E,92388,Blender Pro,116.4,25,6
E,1083,Electric Mixer,39.3,2,6
P,4761,Whole Milk,12.02,48,6/28/2026
P,45527,Organic Eggs,13.7,34,6/29/2026
E,58211,Toaster Oven,90.15,21,36
E,97266,Electric Mixer,45.95,14,6
B,4838,Classic Cola,3.42,99,FALSE
E,76897,Electric Kettle,19.09,8,12
P,68133,Fresh Strawberries,8.03,12,6/30/2026
B,58669,Energy Drink,3.44,81,FALSE
B,82321,Sparkling Water,6.26,57,FALSE
P,53930,Whole Milk,9.96,9,6/12/2026
E,70238,Toaster Oven,61.05,6,6
B,75920,Sparkling Water,5.18,39,TRUE
P,61876,Fresh Strawberries,9.94,37,6/6/2026
B,51387,Diet Soda Can,1.17,27,TRUE
E,61140,Blender Pro,74.98,18,6
E,64305,Electric Mixer,53.94,13,6
B,22561,Classic Cola,5.46,100,FALSE
B,64982,Energy Drink,3.25,53,TRUE
P,48565,Organic Eggs,7.02,38,6/29/2026
P,80357,Romaine Lettuce,8.76,12,7/4/2026
P,7948,Baby Spinach,7.96,39,6/7/2026
E,93439,Blender Pro,94.29,9,36
B,87224,Sparkling Water,2.69,52,TRUE
B,20864,Classic Cola,4.42,38,TRUE
B,40845,Diet Soda Can,8.89,82,FALSE
B,88966,Classic Cola,1.12,13,FALSE
E,73508,Electric Mixer,106.46,5,6
B,83579,Energy Drink,5.39,41,FALSE
P,50177,Romaine Lettuce,9.14,53,6/12/2026
B,99930,Energy Drink,9.5,16,FALSE
P,82143,Romaine Lettuce,4.38,33,6/12/2026
B,86771,Sparkling Water,2.06,11,FALSE
E,52531,Blender Pro,73.41,23,6
B,67602,Energy Drink,8.91,36,TRUE
B,13770,Apple Juice,7.52,30,TRUE
P,3404,Fresh Strawberries,11.66,9,6/6/2026
B,93951,Classic Cola,4.23,41,FALSE
E,19741,Coffee Maker,54.32,5,6
P,30105,Organic Eggs,6.08,16,6/21/2026
B,34441,Apple Juice,4.37,51,FALSE
B,44827,Apple Juice,7.22,12,FALSE
E,37687,Coffee Maker,19.57,4,36
E,30189,Mini Rice Cooker,16.39,6,12
E,97800,Toaster Oven,74.45,7,12
E,32263,Toaster Oven,92.21,4,12
E,38920,Mini Rice Cooker,100.69,16,12
P,10899,Whole Milk,4.71,49,7/12/2026
E,22580,Electric Kettle,72.51,21,6
B,33927,Sparkling Water,1.94,113,TRUE
E,47278,Coffee Maker,26.32,7,12
P,95350,Organic Eggs,9.53,28,6/2/2026
B,53282,Sparkling Water,6.94,75,TRUE
B,14367,Classic Cola,2.81,115,TRUE
P,20758,Organic Eggs,5.88,15,7/12/2026
E,30447,Toaster Oven,35.8,4,36
B,66475,Organic Green Tea,6.02,93,TRUE
E,66003,Mini Rice Cooker,91.44,14,12
E,99195,Mini Rice Cooker,71.52,20,36
B,55038,Apple Juice,6.35,72,TRUE
E,17105,Coffee Maker,110.81,9,12
E,97612,Mini Rice Cooker,82.9,8,6
P,59440,Whole Milk,7.6,17,6/6/2026
P,23461,Romaine Lettuce,9.95,44,6/18/2026
B,25817,Sparkling Water,1.8,79,FALSE
B,39748,Apple Juice,3.31,18,TRUE
P,78260,Avocados Bag,8.15,33,6/22/2026
B,46947,Classic Cola,7.44,108,TRUE
B,57575,Energy Drink,6.83,53,TRUE
E,10993,Blender Pro,45.54,17,6
E,78416,Coffee Maker,78.8,24,36
E,96902,Mini Rice Cooker,23.7,22,12
P,65663,Romaine Lettuce,13.49,29,7/15/2026
P,94016,Avocados Bag,12.63,21,7/11/2026
E,11309,Blender Pro,18.06,17,36
P,26461,Whole Milk,7.41,9,6/20/2026
P,88452,Fresh Strawberries,12.47,60,7/14/2026
B,6194,Sparkling Water,5.86,69,TRUE
P,96341,Avocados Bag,4.06,21,7/7/2026
E,75512,Mini Rice Cooker,67.99,10,12
E,48036,Blender Pro,51.92,20,12
B,14129,Sparkling Water,9.82,93,TRUE
E,85602,Coffee Maker,34.43,6,36
P,2549,Organic Eggs,4.51,38,7/3/2026
B,99479,Organic Green Tea,8.35,62,TRUE
B,19173,Diet Soda Can,2.36,55,TRUE
P,11908,Romaine Lettuce,12.64,21,7/9/2026
E,52147,Electric Kettle,58.92,7,12
P,34836,Avocados Bag,5.34,49,7/16/2026
E,96932,Electric Mixer,44.81,3,6
E,85145,Blender Pro,68.08,3,12
E,3112,Blender Pro,16.72,15,12
B,86196,Diet Soda Can,7.77,80,FALSE
E,29116,Toaster Oven,51.38,7,12
P,94102,Avocados Bag,14.98,11,7/16/2026
B,53666,Classic Cola,9.57,107,TRUE
P,95296,Baby Spinach,12.33,49,6/10/2026
E,71840,Mini Rice Cooker,41.3,23,12
E,88221,Coffee Maker,61.97,4,36
P,31621,Organic Eggs,9.91,29,6/7/2026
B,63899,Sparkling Water,4.82,62,FALSE
E,36580,Mini Rice Cooker,63.72,13,36
B,16382,Energy Drink,8.59,84,FALSE
E,71795,Coffee Maker,42.64,3,6
B,92604,Sparkling Water,5.89,26,FALSE
P,55344,Avocados Bag,5.61,59,6/26/2026
E,86573,Blender Pro,100.29,18,36
B,48066,Organic Green Tea,4.63,21,TRUE
E,28781,Mini Rice Cooker,30.44,3,6
B,53505,Diet Soda Can,3.41,76,FALSE
B,25830,Diet Soda Can,9.67,27,TRUE
P,6758,Romaine Lettuce,5.11,29,7/9/2026
B,49922,Classic Cola,6.97,17,TRUE
E,93804,Electric Kettle,71.64,3,12
E,98006,Electric Mixer,59.45,19,12
E,33719,Blender Pro,116.39,13,36
B,56230,Apple Juice,8.53,43,FALSE
P,3715,Avocados Bag,6.47,58,7/5/2026
P,7163,Avocados Bag,5.94,59,7/9/2026
E,72494,Coffee Maker,115.11,13,6
E,49766,Coffee Maker,63.09,3,6
B,71837,Sparkling Water,3.8,27,TRUE
E,98498,Blender Pro,73.07,8,6
P,13889,Whole Milk,4.75,48,7/7/2026
P,11441,Organic Eggs,14.49,39,7/3/2026
P,49409,Avocados Bag,6.91,51,7/1/2026
B,72274,Organic Green Tea,8.77,30,FALSE
B,57760,Apple Juice,3.04,19,TRUE
E,65407,Mini Rice Cooker,71.84,15,6
P,26675,Whole Milk,10.75,43,6/29/2026
P,1665,Organic Eggs,6.19,12,6/10/2026
E,6582,Electric Mixer,110.11,10,36
B,64718,Energy Drink,8.35,72,TRUE
E,17783,Electric Mixer,70.94,8,36
B,15908,Diet Soda Can,1.48,118,TRUE
E,2816,Electric Kettle,36.54,15,36
E,71662,Electric Mixer,80.44,17,36
E,71622,Electric Mixer,62.19,5,6
E,61902,Electric Mixer,77.67,12,36
B,80981,Diet Soda Can,7.71,66,TRUE
P,83567,Fresh Strawberries,12.47,56,6/2/2026
P,95896,Baby Spinach,10.93,14,6/19/2026
B,2901,Organic Green Tea,8.04,40,FALSE
E,54629,Coffee Maker,83.17,18,6
E,89968,Electric Kettle,101.72,19,36
P,41513,Romaine Lettuce,9.59,34,6/23/2026
B,60211,Organic Green Tea,1.01,10,FALSE
E,4323,Blender Pro,113.18,6,36
E,63955,Toaster Oven,77.88,6,6
B,56729,Classic Cola,9.05,15,FALSE
E,31101,Blender Pro,48.58,16,36
E,45371,Electric Kettle,58.84,18,6
E,37211,Electric Mixer,101.68,20,6
P,29481,Whole Milk,10.02,43,6/30/2026
B,57386,Organic Green Tea,8.5,71,FALSE
P,42491,Baby Spinach,3.47,5,6/14/2026
E,84709,Mini Rice Cooker,83.17,4,12
P,35118,Organic Eggs,12.55,20,6/4/2026
P,47279,Romaine Lettuce,5.92,35,7/12/2026
P,98694,Fresh Strawberries,10.79,54,6/7/2026
E,80189,Electric Mixer,45.57,24,6
P,87870,Fresh Strawberries,14.74,31,7/3/2026
B,12627,Apple Juice,7.03,23,TRUE
E,78667,Coffee Maker,17.25,21,12
E,1308,Electric Mixer,20.2,17,6
E,67500,Toaster Oven,22.02,25,6
B,86807,Diet Soda Can,5.69,57,TRUE
E,994,Electric Mixer,93.49,12,36
B,58900,Organic Green Tea,8.24,33,TRUE
E,69677,Toaster Oven,42.13,22,36
P,86074,Avocados Bag,9.06,14,6/24/2026
P,92800,Baby Spinach,14.35,48,6/10/2026
E,28344,Toaster Oven,68.04,10,12
B,48933,Sparkling Water,3.14,12,FALSE
B,39741,Apple Juice,4.38,70,FALSE
E,83298,Toaster Oven,117.19,19,36
B,86420,Classic Cola,8.54,79,FALSE
B,80354,Organic Green Tea,5.95,39,TRUE
B,72507,Organic Green Tea,3.58,24,TRUE
B,32702,Energy Drink,8.21,87,FALSE
E,82552,Coffee Maker,118.68,6,36
P,42032,Baby Spinach,10.13,54,7/2/2026
P,33823,Avocados Bag,14.09,48,6/13/2026
E,70852,Coffee Maker,27.42,13,6
E,18195,Electric Mixer,71.43,11,6
E,25499,Blender Pro,38.21,25,6
E,14016,Blender Pro,109.84,22,36
P,3252,Romaine Lettuce,9.78,43,6/7/2026
P,19725,Fresh Strawberries,6.41,29,6/1/2026
B,87795,Classic Cola,3.71,19,FALSE
B,26199,Energy Drink,8.55,115,FALSE
P,91105,Fresh Strawberries,10.12,40,6/1/2026
B,18520,Apple Juice,7.0,16,FALSE
B,51405,Apple Juice,3.08,20,TRUE
E,41548,Mini Rice Cooker,39.1,4,36
E,94427,Mini Rice Cooker,17.12,13,12
E,9087,Electric Mixer,76.54,15,12
B,49986,Classic Cola,9.45,119,FALSE
E,47741,Coffee Maker,43.24,18,36
P,72240,Baby Spinach,5.35,52,6/19/2026
E,75888,Electric Kettle,38.92,21,36
P,83156,Fresh Strawberries,7.19,44,6/22/2026
E,5386,Blender Pro,74.85,10,36
E,62397,Electric Mixer,32.76,10,6
E,53959,Blender Pro,100.54,24,12
B,80602,Sparkling Water,1.44,82,FALSE
E,184,Coffee Maker,66.87,4,36
P,98359,Whole Milk,10.41,7,7/7/2026
B,17303,Classic Cola,9.23,54,FALSE
E,38568,Toaster Oven,79.27,18,12
B,34559,Classic Cola,6.13,41,FALSE
P,6100,Avocados Bag,7.89,51,6/16/2026
E,73429,Electric Kettle,54.69,16,12
P,76326,Avocados Bag,6.55,19,6/16/2026
B,21460,Energy Drink,2.74,45,FALSE
P,74385,Fresh Strawberries,11.03,29,6/14/2026
B,4434,Apple Juice,9.46,32,FALSE
P,86953,Romaine Lettuce,3.76,18,7/11/2026
B,21574,Apple Juice,8.17,105,FALSE
B,76641,Energy Drink,1.77,108,FALSE
E,91113,Electric Kettle,112.03,12,12
E,62535,Toaster Oven,77.41,3,6
B,84829,Apple Juice,4.78,15,FALSE
P,45605,Organic Eggs,4.9,5,7/7/2026
E,89598,Coffee Maker,37.67,6,36
E,17995,Electric Kettle,68.21,20,36
B,19677,Energy Drink,1.2,13,TRUE
B,62908,Classic Cola,7.31,51,FALSE
B,91549,Diet Soda Can,6.86,97,FALSE
P,74785,Avocados Bag,14.56,49,6/13/2026
P,5682,Fresh Strawberries,12.76,55,6/24/2026
B,57615,Apple Juice,7.76,17,TRUE
B,85362,Organic Green Tea,6.1,75,TRUE
B,30535,Energy Drink,4.6,57,TRUE
E,55008,Coffee Maker,117.53,21,6
P,59578,Baby Spinach,4.22,35,6/10/2026
P,94435,Organic Eggs,12.46,43,6/2/2026
P,7218,Fresh Strawberries,14.94,9,6/19/2026
P,72402,Romaine Lettuce,5.99,13,6/12/2026
P,80777,Fresh Strawberries,9.86,5,6/13/2026
E,65971,Toaster Oven,88.32,21,12
E,78031,Coffee Maker,69.95,10,12
P,51438,Whole Milk,5.43,24,6/24/2026
B,58802,Sparkling Water,4.1,68,FALSE
E,98325,Toaster Oven,45.67,25,36
E,27691,Toaster Oven,17.73,3,6
E,6615,Coffee Maker,57.65,22,36
E,11489,Electric Mixer,93.07,13,6
P,77549,Organic Eggs,11.12,13,6/3/2026
E,7176,Toaster Oven,109.82,11,36
E,78506,Mini Rice Cooker,66.75,15,36
E,14410,Toaster Oven,16.28,23,6
B,17338,Apple Juice,3.16,112,TRUE
E,84302,Electric Mixer,67.83,23,36
P,47528,Romaine Lettuce,6.89,8,6/1/2026
E,95852,Blender Pro,101.26,3,36
B,10245,Organic Green Tea,6.89,99,TRUE
B,57292,Sparkling Water,9.88,46,TRUE
B,56622,Classic Cola,5.88,53,TRUE
E,79639,Toaster Oven,104.4,6,36
E,13707,Mini Rice Cooker,42.45,8,36
E,86414,Electric Mixer,30.39,7,6
P,62792,Avocados Bag,5.47,22,7/11/2026
P,59125,Romaine Lettuce,9.57,27,6/17/2026
P,49272,Romaine Lettuce,12.41,16,7/6/2026
B,22829,Diet Soda Can,5.32,77,TRUE
E,98318,Electric Kettle,114.32,23,36
P,116,Romaine Lettuce,5.64,19,6/30/2026
B,62163,Diet Soda Can,7.65,100,FALSE
P,78573,Romaine Lettuce,12.49,47,7/14/2026
P,43884,Avocados Bag,14.86,42,7/1/2026
B,17990,Energy Drink,6.51,112,FALSE
P,99541,Avocados Bag,6.15,40,7/9/2026
E,7795,Electric Mixer,58.03,6,36
P,97310,Whole Milk,8.8,14,7/14/2026
B,96122,Diet Soda Can,6.67,75,TRUE
E,2076,Coffee Maker,55.12,6,12
B,37511,Apple Juice,6.71,29,FALSE
E,64100,Blender Pro,29.72,16,12
B,19491,Diet Soda Can,2.36,76,FALSE
P,8678,Fresh Strawberries,12.29,36,6/18/2026
P,7838,Baby Spinach,8.64,18,6/4/2026
P,49180,Baby Spinach,5.92,33,6/14/2026
E,50540,Toaster Oven,50.09,2,6
P,81787,Organic Eggs,2.59,19,7/9/2026
E,13076,Electric Kettle,61.93,9,6
E,33724,Mini Rice Cooker,35.45,20,36
P,67941,Fresh Strawberries,11.5,22,6/16/2026
E,47482,Toaster Oven,90.87,9,36
E,21822,Electric Mixer,16.98,15,6
P,29812,Baby Spinach,12.09,8,6/23/2026
B,14958,Classic Cola,2.2,42,FALSE
B,55301,Organic Green Tea,1.4,108,TRUE
B,80448,Organic Green Tea,4.72,81,FALSE
E,85926,Toaster Oven,59.6,12,36
P,70415,Avocados Bag,14.7,28,6/26/2026
P,2672,Organic Eggs,8.0,20,6/14/2026
P,67976,Fresh Strawberries,8.91,43,6/26/2026
P,3228,Organic Eggs,2.93,7,6/20/2026
E,1645,Blender Pro,32.37,20,36
E,73604,Electric Mixer,77.28,25,6
P,44378,Whole Milk,12.0,42,6/11/2026
B,1100,Diet Soda Can,7.59,11,TRUE
B,89181,Organic Green Tea,3.49,75,FALSE
E,70629,Coffee Maker,20.98,20,12
E,83505,Coffee Maker,62.36,24,12
B,57833,Diet Soda Can,4.44,74,TRUE
P,28202,Organic Eggs,11.56,52,6/1/2026
E,42390,Mini Rice Cooker,32.29,14,12
B,41723,Diet Soda Can,4.82,51,TRUE
E,51069,Electric Mixer,102.07,14,36
B,40689,Apple Juice,9.72,47,TRUE
P,54169,Avocados Bag,6.62,59,6/27/2026
B,67652,Apple Juice,3.44,99,TRUE
E,31596,Electric Kettle,71.33,13,36
B,62415,Classic Cola,6.25,27,FALSE
E,8877,Blender Pro,71.19,7,6
B,12045,Classic Cola,9.51,86,TRUE
E,94864,Coffee Maker,72.32,23,36
B,35663,Diet Soda Can,7.38,24,TRUE
B,21235,Diet Soda Can,4.21,18,FALSE
B,30569,Diet Soda Can,5.23,97,FALSE
P,75566,Romaine Lettuce,8.63,48,6/30/2026
B,9386,Organic Green Tea,3.92,52,TRUE
P,88982,Baby Spinach,7.28,21,7/15/2026
E,75166,Mini Rice Cooker,57.52,12,12
P,50064,Organic Eggs,4.32,31,7/8/2026
E,80916,Electric Kettle,71.92,13,36
P,24915,Organic Eggs,14.24,35,6/2/2026
E,45310,Mini Rice Cooker,59.89,8,36
E,41802,Mini Rice Cooker,78.72,19,36
E,44781,Mini Rice Cooker,70.25,15,12
E,13474,Blender Pro,85.62,11,36
B,96575,Apple Juice,7.04,120,FALSE
P,80592,Avocados Bag,13.16,37,7/16/2026
P,89946,Fresh Strawberries,3.12,11,6/12/2026
E,40989,Coffee Maker,66.63,4,12
B,74618,Organic Green Tea,3.57,57,TRUE
B,87697,Sparkling Water,3.77,49,FALSE
E,41099,Toaster Oven,38.34,21,12
B,17477,Classic Cola,3.4,59,TRUE
P,19459,Organic Eggs,11.53,40,6/21/2026
P,74468,Romaine Lettuce,3.01,31,6/3/2026
P,52709,Fresh Strawberries,12.42,26,6/15/2026
P,23906,Baby Spinach,7.93,9,6/1/2026
E,1258,Electric Mixer,81.07,7,6
P,46042,Baby Spinach,12.42,28,6/30/2026
P,76378,Baby Spinach,4.59,33,7/16/2026
B,7640,Energy Drink,5.32,70,TRUE
B,86313,Sparkling Water,9.3,67,FALSE
B,61483,Apple Juice,7.96,23,TRUE
B,11932,Sparkling Water,4.73,82,FALSE
P,4094,Organic Eggs,6.36,25,7/5/2026
B,54112,Energy Drink,2.02,32,FALSE
E,92690,Mini Rice Cooker,94.34,8,6
P,43722,Baby Spinach,10.19,43,7/14/2026
E,19387,Toaster Oven,108.92,3,12
B,36962,Diet Soda Can,5.9,59,FALSE
B,39195,Energy Drink,9.19,84,TRUE
P,81173,Whole Milk,12.68,57,7/13/2026
B,53003,Apple Juice,2.44,43,FALSE
E,80575,Mini Rice Cooker,87.25,10,36
E,10784,Coffee Maker,41.94,18,12
P,85001,Organic Eggs,9.06,36,6/25/2026
B,45252,Energy Drink,7.2,69,FALSE
E,1340,Mini Rice Cooker,111.99,4,12
E,68937,Toaster Oven,22.81,9,12
P,54010,Baby Spinach,8.26,30,6/24/2026
E,78836,Toaster Oven,20.47,8,36
E,92122,Coffee Maker,58.4,18,36
E,67896,Blender Pro,70.99,5,6
E,17698,Coffee Maker,118.99,18,36
P,60971,Avocados Bag,4.16,26,6/16/2026
B,20388,Diet Soda Can,3.5,89,FALSE
E,93366,Blender Pro,100.22,7,36
E,68631,Electric Mixer,50.9,18,36
B,45888,Energy Drink,1.88,72,TRUE
E,35480,Mini Rice Cooker,86.31,2,36
E,44391,Toaster Oven,89.31,9,6
P,12159,Baby Spinach,6.21,27,6/17/2026
B,12105,Diet Soda Can,8.99,18,TRUE
P,272,Fresh Strawberries,11.01,30,6/8/2026
E,46332,Mini Rice Cooker,99.46,11,12
B,18268,Diet Soda Can,1.8,39,FALSE
B,54156,Sparkling Water,2.55,29,FALSE
E,88504,Mini Rice Cooker,70.68,12,36
B,27879,Diet Soda Can,5.92,11,TRUE
B,56823,Organic Green Tea,7.32,32,FALSE
P,14305,Romaine Lettuce,12.39,20,6/24/2026
E,8452,Electric Kettle,94.73,9,6
E,20284,Electric Mixer,41.91,7,12
P,65048,Organic Eggs,10.9,40,6/4/2026
E,79082,Electric Kettle,45.8,21,36
E,86409,Mini Rice Cooker,119.75,18,36
B,56241,Apple Juice,9.08,85,FALSE
B,20744,Diet Soda Can,4.3,68,FALSE
E,45052,Electric Kettle,31.71,19,36
E,99703,Mini Rice Cooker,107.88,14,36
E,47507,Coffee Maker,86.11,10,6
E,97935,Electric Mixer,76.91,8,12
B,45093,Sparkling Water,1.76,66,TRUE
B,48208,Apple Juice,4.73,23,TRUE
B,69531,Diet Soda Can,6.32,62,FALSE
B,42394,Organic Green Tea,8.07,45,TRUE
E,27848,Blender Pro,82.84,16,12
E,3712,Toaster Oven,114.95,7,36
P,51840,Organic Eggs,10.93,54,6/20/2026
E,63216,Coffee Maker,91.68,18,36
P,25770,Baby Spinach,12.7,59,6/8/2026
B,82577,Apple Juice,4.5,77,TRUE
P,56951,Whole Milk,7.57,44,6/6/2026
E,29237,Electric Kettle,76.31,4,36
B,11168,Diet Soda Can,8.41,25,TRUE
P,58869,Organic Eggs,8.32,20,6/13/2026
B,6456,Diet Soda Can,1.5,27,FALSE
B,54882,Diet Soda Can,5.49,30,TRUE
E,78803,Electric Kettle,108.29,8,12
P,44708,Whole Milk,7.62,22,7/1/2026
P,99820,Fresh Strawberries,12.55,8,6/16/2026
P,83826,Fresh Strawberries,4.72,38,7/10/2026
E,37193,Electric Kettle,65.43,18,12
E,45084,Electric Mixer,47.86,17,12
E,29212,Blender Pro,108.24,5,12
E,42243,Electric Mixer,96.08,16,36
P,46608,Baby Spinach,11.44,58,6/7/2026
B,23997,Apple Juice,8.27,73,FALSE
B,30483,Diet Soda Can,8.14,96,TRUE
P,76517,Baby Spinach,8.21,37,6/1/2026
B,28583,Diet Soda Can,9.69,59,FALSE
E,94421,Toaster Oven,39.97,14,36
E,41328,Mini Rice Cooker,45.48,16,6
P,84481,Baby Spinach,5.18,39,6/1/2026
B,15856,Organic Green Tea,8.3,10,TRUE
P,38334,Organic Eggs,8.06,37,7/4/2026
E,17178,Electric Mixer,33.94,10,12
E,27844,Electric Kettle,97.52,4,6
P,22861,Fresh Strawberries,7.29,40,7/14/2026
P,41624,Avocados Bag,11.15,40,7/10/2026
P,20347,Romaine Lettuce,12.9,31,7/7/2026
B,64554,Apple Juice,9.23,33,FALSE
P,92843,Avocados Bag,5.54,38,6/20/2026
E,44387,Blender Pro,50.8,19,12
P,38223,Baby Spinach,6.9,27,7/7/2026
B,63355,Classic Cola,8.82,93,TRUE
P,18586,Baby Spinach,10.83,39,6/30/2026
P,95135,Romaine Lettuce,12.62,24,6/1/2026
P,36929,Fresh Strawberries,12.18,54,6/3/2026
E,59590,Blender Pro,33.44,4,12
B,49475,Apple Juice,5.38,16,FALSE
B,7672,Diet Soda Can,8.13,81,FALSE
B,89313,Sparkling Water,8.94,110,TRUE
B,73459,Diet Soda Can,7.79,68,TRUE
B,75391,Organic Green Tea,7.09,47,FALSE
E,13981,Mini Rice Cooker,85.56,7,12
P,80288,Whole Milk,5.22,15,6/5/2026
E,90737,Electric Kettle,113.59,19,6
P,65212,Whole Milk,7.55,11,6/5/2026
P,25254,Fresh Strawberries,10.94,34,7/9/2026
E,60773,Electric Mixer,117.63,3,6
P,47198,Whole Milk,6.49,27,6/28/2026
P,1954,Whole Milk,13.18,6,6/10/2026
E,57665,Electric Kettle,42.76,23,6
B,44805,Classic Cola,9.55,56,FALSE
E,11746,Blender Pro,108.6,3,6
B,67927,Sparkling Water,4.5,107,TRUE
B,4129,Apple Juice,7.44,26,TRUE
E,47668,Electric Mixer,81.11,15,12
P,27609,Baby Spinach,8.05,17,6/7/2026
B,14462,Energy Drink,1.56,20,TRUE
E,3795,Electric Mixer,82.52,19,12
P,10493,Organic Eggs,4.74,46,7/11/2026
P,82575,Baby Spinach,8.6,48,6/13/2026
B,23383,Apple Juice,2.41,119,TRUE
B,99569,Energy Drink,2.67,82,FALSE
E,44492,Electric Kettle,83.77,10,6
B,62130,Sparkling Water,7.74,18,FALSE
B,24319,Organic Green Tea,2.26,44,TRUE
P,25957,Fresh Strawberries,13.84,17,7/16/2026
E,50252,Electric Kettle,18.92,6,36
P,84447,Avocados Bag,10.24,31,6/12/2026
E,66877,Electric Mixer,58.97,22,12
B,55860,Classic Cola,7.11,111,FALSE
P,59409,Organic Eggs,10.96,16,6/19/2026
B,17143,Classic Cola,3.27,35,TRUE
B,873,Diet Soda Can,5.22,73,FALSE
P,93090,Baby Spinach,11.51,59,6/30/2026
B,41190,Apple Juice,2.41,82,TRUE
B,44937,Apple Juice,6.56,20,TRUE
E,63842,Electric Mixer,55.88,21,6
B,67627,Energy Drink,3.44,22,FALSE
E,9274,Electric Mixer,66.42,22,6
P,54085,Romaine Lettuce,9.74,54,6/7/2026
E,80814,Electric Kettle,103.04,24,6
P,13370,Organic Eggs,2.56,48,6/15/2026
P,39025,Fresh Strawberries,6.77,35,7/3/2026
P,23024,Baby Spinach,4.56,22,7/10/2026
E,40272,Toaster Oven,115.85,20,12
P,37026,Fresh Strawberries,13.75,22,7/11/2026
B,55862,Apple Juice,9.55,112,TRUE
P,58740,Whole Milk,7.86,24,6/16/2026
P,44535,Whole Milk,14.91,10,6/12/2026
E,8550,Blender Pro,49.89,17,36
B,38708,Diet Soda Can,7.81,16,TRUE
P,47080,Romaine Lettuce,12.6,28,7/9/2026
B,81766,Diet Soda Can,1.6,101,TRUE
E,59664,Electric Kettle,17.0,9,12
B,59934,Energy Drink,6.65,41,TRUE
B,26196,Sparkling Water,8.89,66,FALSE
E,19666,Mini Rice Cooker,83.26,2,36
B,8552,Classic Cola,1.02,91,FALSE
B,35807,Diet Soda Can,2.33,53,TRUE
B,9743,Diet Soda Can,7.65,120,TRUE
B,68197,Diet Soda Can,5.73,82,FALSE
E,45926,Mini Rice Cooker,65.93,23,6
B,29725,Classic Cola,1.81,11,TRUE
E,74400,Coffee Maker,41.33,22,12
B,83297,Organic Green Tea,2.17,113,FALSE
B,51448,Apple Juice,1.12,61,FALSE
P,97163,Avocados Bag,11.85,29,7/4/2026
B,34591,Diet Soda Can,2.44,15,TRUE
E,58109,Coffee Maker,100.26,19,12
B,68539,Apple Juice,2.63,103,TRUE
E,96647,Electric Mixer,19.15,5,36
B,93542,Classic Cola,3.04,41,FALSE
B,15729,Organic Green Tea,1.07,103,FALSE
B,32335,Organic Green Tea,4.04,28,FALSE
E,50887,Electric Kettle,73.8,17,6
E,38239,Blender Pro,84.27,5,12
E,38864,Electric Mixer,119.43,8,6
B,36044,Organic Green Tea,9.78,58,FALSE
P,73936,Avocados Bag,13.52,36,7/7/2026
E,53182,Electric Mixer,28.88,13,36
B,67528,Energy Drink,5.44,82,TRUE
P,19831,Fresh Strawberries,14.79,40,6/24/2026
E,51527,Toaster Oven,93.81,9,6
E,13410,Toaster Oven,26.23,6,12
P,12753,Organic Eggs,14.68,18,7/5/2026
P,95398,Baby Spinach,14.91,34,6/6/2026
B,42840,Organic Green Tea,9.67,111,FALSE
E,43704,Electric Mixer,55.82,24,6
E,42177,Electric Kettle,72.14,15,6
E,85569,Toaster Oven,21.43,20,12
E,9636,Toaster Oven,103.59,20,12
E,47549,Toaster Oven,62.68,7,36
P,41077,Whole Milk,3.92,32,6/27/2026
P,22510,Baby Spinach,14.18,34,6/26/2026
E,64074,Toaster Oven,73.73,7,6
B,40714,Energy Drink,6.52,100,TRUE
B,32644,Organic Green Tea,2.69,78,FALSE
B,17631,Sparkling Water,8.69,97,TRUE
B,16768,Diet Soda Can,6.36,64,FALSE
B,16009,Diet Soda Can,7.58,112,TRUE
B,29276,Diet Soda Can,7.51,81,TRUE
E,79323,Mini Rice Cooker,86.42,15,6
E,97056,Blender Pro,29.33,11,6
B,2789,Energy Drink,3.75,120,FALSE
P,21672,Organic Eggs,4.78,29,6/26/2026
B,55815,Classic Cola,1.52,96,FALSE
P,61400,Whole Milk,12.32,44,6/2/2026
E,29555,Electric Kettle,65.66,19,6
B,29694,Apple Juice,2.04,64,FALSE
E,58126,Toaster Oven,110.65,14,12
P,2194,Fresh Strawberries,11.7,9,6/18/2026
E,87518,Blender Pro,81.95,18,6
P,44753,Whole Milk,13.87,33,6/19/2026
P,19996,Avocados Bag,2.96,15,7/8/2026
P,75443,Fresh Strawberries,13.21,8,6/12/2026
B,92549,Classic Cola,2.23,117,FALSE
P,37479,Fresh Strawberries,13.96,49,7/14/2026
P,56296,Romaine Lettuce,14.92,51,7/11/2026
P,78163,Whole Milk,5.34,37,6/6/2026
P,75030,Whole Milk,9.62,26,6/29/2026
P,60148,Whole Milk,9.79,23,7/10/2026
B,27549,Apple Juice,2.45,19,TRUE
B,39133,Diet Soda Can,2.71,49,FALSE
E,24536,Blender Pro,69.39,3,36
B,94388,Apple Juice,4.48,21,TRUE
P,65307,Whole Milk,9.0,14,6/2/2026
